Event,hive_identity_id,hive_age,Longitude,Latitude,Months,Crop diversity,Distance from roads,Distance from water,DEM,Slope,NDVI,Average temperature,Maximum temperature,Minimum temperature,Precipitation,Sugar-feeding frequency,Pollen-feeding frequency,Hive grading,Oxalic-treatment frequency,Miticide-treatment frequency,Formic-treatment frequency,Movement,Relocation frequency
0,123140,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123140,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123140,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123133,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123133,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123133,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
1,123133,295,-121.143539,36.572487,11,1,0,0.0,473.2659,16.43635,0.026128,12.59019,21.11934,4.065609,30.41168,0,0,1,0,0,0,0,0
0,123132,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123132,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
1,123132,211,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123134,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123134,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123134,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123135,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123135,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
1,123135,190,-121.70895,38.603766,8,25,0,0.0,8.373262,1.484349,0.257136,25.65956,34.96357,16.32595,0.433155,0,0,3,0,0,0,1,1
0,123138,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123138,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123138,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123139,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123139,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123139,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123137,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123137,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123137,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
1,123137,246,-121.116903,36.554155,9,1,0,0.0,516.2183,15.34503,0.156237,18.5728,27.34706,9.79789,2.883691,0,0,2,0,0,0,0,0
0,123136,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123136,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123136,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123092,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123092,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123092,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
1,123092,295,-121.143539,36.572487,11,1,0,0.0,473.2659,16.43635,0.026128,12.59019,21.11934,4.065609,30.41168,0,0,1,0,0,0,0,0
0,123063,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123063,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
1,123063,211,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123064,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123064,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123064,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123065,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123065,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123065,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123062,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123062,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123062,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123060,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123060,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
0,123060,197,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123061,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123061,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
1,123061,210,-121.116903,36.554155,8,1,0,0.0,516.2183,15.34503,0.111794,22.34023,32.1488,12.51371,0.916519,1,0,2,0,1,0,0,0
0,123067,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123067,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
1,123067,211,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123068,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123068,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123068,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123069,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123069,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
0,123069,197,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123066,114,-121.143539,36.572487,5,1,0,0.0,473.2659,16.43635,0.10895,15.15528,22.87548,7.443876,23.23591,0,0,3,0,0,0,0,0
0,123066,162,-121.143539,36.572487,7,1,0,0.0,473.2659,16.43635,0.161436,22.61292,33.54167,11.7632,0.0,0,0,3,1,0,0,0,0
1,123066,211,-121.143539,36.572487,8,1,0,0.0,473.2659,16.43635,0.119521,22.37095,32.27264,12.45271,0.918598,1,0,1,0,1,0,0,0
0,123050,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123050,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
1,123050,190,-121.70895,38.603766,8,25,0,0.0,8.373262,1.484349,0.257136,25.65956,34.96357,16.32595,0.433155,0,0,3,0,0,0,1,1
0,123051,114,-121.116903,36.554155,5,1,0,0.0,516.2183,15.34503,0.105649,15.17774,22.83719,7.528036,23.07791,0,0,3,0,0,0,0,0
0,123051,162,-121.116903,36.554155,7,1,0,0.0,516.2183,15.34503,0.163832,22.54721,33.36964,11.80196,0.0,0,0,3,1,0,0,0,0
